Molecule,Manufacturer,Product,MIDAS Corporation,Corporation,ATC4,ATC3,ATC2,ATC1,Total Market,Market,Molecule Combination Type,Launch Year,Strength,Pack,Launch Date,Retail Price,NFC1,NFC2,NFC3,2022 LC Value,2022 Units,2023 LC Value,2023 Units,2024 LC Value,2024 Units,2025 LC Value,2025 Units,2026 LC Value,2026 Units
DOCONEXENT,ABBOTT INTERNATION,OMACOR,ABBOTT,ABBOTT,C10B0 ANTI-ATHEROMA NATRL ORIG,C10B ANTI-ATHEROMA NATRL ORIG,C10 LIPID-REG/A-ATHEROMA PRD,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2006.0,0001G,SOFT CAPSULE 1 G 28,200607,142.5,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,49172478.0,345070.0,59506864.0,417592.0,66101621.0,463871.0,75984138.0,533222.0,25487836.0,178862.0
DOCONEXENT,AMS,AMS WMN FERT SUP +,AMS,AMS*,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2020.0,0000,VEGETAB CAPS 180,202008,449.1,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,,,,,,
DOCONEXENT,BAYER CONSUMER,ELEVIT BRSTFDNG,BAYER,BAYER HEALTHCARE,A11A1 MVIT + MIN PRENATAL,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,0000,CAPS 30,202510,110.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,,,149600.0,1360.0,76010.0,691.0
DOCONEXENT,BAYER CONSUMER,ELEVIT PREGNANCY,BAYER,BAYER HEALTHCARE,A11A1 MVIT + MIN PRENATAL,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,0000,CAPS 30,202510,108.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,,,151308.0,1401.0,129816.0,1202.0
DOCONEXENT,FAITH HEALTHCARE,NUTRIFAITH AGO3,FAITH HEALTHCARE,FAITH HEALTHCARE*,V03X0 ALL OTH.THERAPEUTIC PRDS,V03X ALL OTH.THERAPEUTIC PRDS,V03 OTHER THERAPEUTIC PRODS,V0 VARIOUS,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,1000IU,SOFTGEL CAPS 1000 IU 120,202511,445.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,,,376025.0,845.0,137505.0,309.0
DOCONEXENT,GELTEC PHARMA CARE,COQ FORTE,GELTEC,GELTEC PHARMA CARE,C01X0 ALL OTHER CARDIAC PREPS,C01X ALL OTHER CARDIAC PREPS,C01 CARDIAC THERAPY,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2007.0,0000,SOFTGEL 30,200711,120.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,1253040.0,10442.0,655680.0,5464.0,361440.0,3012.0,226080.0,1884.0,,
DOCONEXENT,GELTEC PHARMA CARE,PRENATE PLUS,GELTEC,GELTEC PHARMA CARE,A11A1 MVIT + MIN PRENATAL,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,COMBI,2018.0,0000,TABS 30,201810,85.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,,,2138.0,25.0,,,,,,
DOCONEXENT,GELTEC PHARMA CARE,PRENATE PLUS,GELTEC,GELTEC PHARMA CARE,A11A1 MVIT + MIN PRENATAL,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0000,TABS 30,201810,85.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,921692.0,10780.0,245130.0,2867.0,550365.0,6437.0,177502.0,2076.0,73872.0,864.0
DOCONEXENT,GLOBALPHARMA,EMITERNA PLUS,GLOBALPHARMA,GLOBALPHARMA*,A11A1 MVIT + MIN PRENATAL,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,CAPS 30,202412,115.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,94300.0,820.0,468395.0,4073.0,11960.0,104.0
DOCONEXENT,LIFE ON HEALTHCARE,OMEGAKID WITH D3,LIFE ON HEALTHCARE,LIFE ON HEALTHCARE,V03X0 ALL OTH.THERAPEUTIC PRDS,V03X ALL OTH.THERAPEUTIC PRDS,V03 OTHER THERAPEUTIC PRODS,V0 VARIOUS,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,0000,CHEW CAPS 30,202511,89.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACG ORAL S ORD CHEWABLE CAPSULES,,,,,,,178.0,2.0,89.0,1.0
DOCONEXENT,MERCKSERONO,FEMIBION 2,MERCK KGAA,MERCKSERONO*,A11A1 MVIT + MIN PRENATAL,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2016.0,0000,TABS+CAPS 30,201612,109.0,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAZ ORAL S ORD COMB-PACK TABLETS,2252158.0,20662.0,1600229.0,14681.0,1673804.0,15356.0,1062750.0,9750.0,198707.0,1823.0
DOCONEXENT,NESTLE,IVA COOLER 15 RED,NESTLE,NESTLE*,V06D0 OTHER GENERAL NUTRIENTS,V06D OTHER GENERAL NUTRIENTS,V06 GENERAL NUTRIENTS,V0 VARIOUS,TOTAL MARKET,LPO,COMBI,2025.0,0000,RTD LIQUID 30 130 ML,202503,1712.17,D ORAL LIQUID ORDINARY,DY ORAL L ORD OTH SPEC FORMS,DYG ORAL L FOOD READY TO EAT,,,,,,,22258.0,13.0,34243.0,20.0
DOCONEXENT,OMICRON,FOLLIQ4 FORT,OMICRON,OMICRON,B03X0 OTH ANTI-ANAEM+FOLIC ACID,B03X OTH ANTI-ANAEM+FOLIC ACID,B03 ANTIANAEMICS,B0 BLOOD + B.FORMING ORGANS,TOTAL MARKET,PRIVATE MARKET,COMBI,2022.0,0000,SOFTGEL CAPS 30,202202,154.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,47586.0,309.0,7700.0,50.0,172018.0,1117.0,419496.0,2724.0,133980.0,870.0
DOCONEXENT,OMICRON,FOLLIQ4 MATE,OMICRON,OMICRON,B03X0 OTH ANTI-ANAEM+FOLIC ACID,B03X OTH ANTI-ANAEM+FOLIC ACID,B03 ANTIANAEMICS,B0 BLOOD + B.FORMING ORGANS,TOTAL MARKET,PRIVATE MARKET,COMBI,2022.0,0000,SOFTGEL CAPS 30,202202,154.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,5390.0,35.0,211442.0,1373.0,248094.0,1611.0,169708.0,1102.0,,
DOCONEXENT,PHARMED,PREGNA DHA,PHARMED,PHARMED,A11A1 MVIT + MIN PRENATAL,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0000,PREN SOFTGEL 30,202311,96.03,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,1633.0,17.0,2305.0,24.0,,,,
DOCONEXENT,PURITANS PRIDE,SALMON OIL,NESTLE,PURITANS PRIDE,C10B0 ANTI-ATHEROMA NATRL ORIG,C10B ANTI-ATHEROMA NATRL ORIG,C10 LIPID-REG/A-ATHEROMA PRD,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2004.0,1000MG,SOFTGEL 1000 MG 60,200402,53.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,2915.0,55.0,,,,
DOCONEXENT,SONA,PREGNAPLAN MORNING,SONA NUTRITION,SONA,A11A1 MVIT + MIN PRENATAL,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0000,CAPS SICKNES 30,201403,120.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,,,5520.0,46.0,,
DOCONEXENT,SYNERGY,SYNERGY DHA SUN,SYNERGY,SYNERGY,A11C2 VITAMIN D PLAIN,A11C VIT A & D INC. COMBS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0040MG,OR.DROP400IU 40 MG 1 30 ML,201805,99.0,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGB ORAL L ORD DROPS,,,7425.0,75.0,,,,,,
DOCONEXENT,VITABIOTICS,VISIONACE PLUS,VITABIOTICS,VITABIOTICS*,S01M0 EYE TONICS&EYE VITAMINS,S01M EYE TONICS&EYE VITAMINS,S01 OPHTHALMOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,COMBI,2020.0,0000,CAPS 56,202002,119.05,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,185716.0,1560.0,276077.0,2319.0,2857.0,24.0,,,,
DOCUSATE,AMMAN PHARMAC INDU,DEWAX,AMMAN PHARMAC IND,AMMAN PHARMAC IND*,S02D1 EARWAX REMOVAL PRODUCTS,S02D OTHER EAR PREPARATIONS,S02 OTOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,LPO,MONO,2003.0,0005MG,EAR DROPS 5 MG 1 10 ML,200310,4.5,P OTIC,PG OTIC LIQUIDS,PGB OTIC DROPS,69481.0,15440.0,167519.0,37226.0,148761.0,33058.0,154904.0,34423.0,76446.0,16988.0
DOCUSATE,AMMAN PHARMAC INDU,DEWAX,AMMAN PHARMAC IND,AMMAN PHARMAC IND*,S02D1 EARWAX REMOVAL PRODUCTS,S02D OTHER EAR PREPARATIONS,S02 OTOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,MONO,2003.0,0005MG,EAR DROPS 5 MG 1 10 ML,200310,4.5,P OTIC,PG OTIC LIQUIDS,PGB OTIC DROPS,373220.0,82937.0,596333.0,132518.0,722656.0,160590.0,689699.0,153266.0,210714.0,46825.0
DOCUSATE,NORGINE,WAXSOL,NORGINE,NORGINE*,S02D1 EARWAX REMOVAL PRODUCTS,S02D OTHER EAR PREPARATIONS,S02 OTOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,LPO,MONO,0.0,0000,EAR DROPS 1 10 ML,UNKNOWN,5.5,P OTIC,PG OTIC LIQUIDS,PGB OTIC DROPS,,,,,,,,,,
DOCUSATE,NORGINE,WAXSOL,NORGINE,NORGINE*,S02D1 EARWAX REMOVAL PRODUCTS,S02D OTHER EAR PREPARATIONS,S02 OTOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,MONO,0.0,0000,EAR DROPS 1 10 ML,UNKNOWN,5.5,P OTIC,PG OTIC LIQUIDS,PGB OTIC DROPS,7916.0,1439.0,331393.0,60253.0,24839.0,4516.0,17.0,3.0,,
DOCUSATE,RIYADH PHARMA,WAXOL,RIYADH PHARMA,RIYADH PHARMA,S02D1 EARWAX REMOVAL PRODUCTS,S02D OTHER EAR PREPARATIONS,S02 OTOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,MONO,2007.0,0000,EAR DROPS 1 10 ML,200707,7.0,P OTIC,PG OTIC LIQUIDS,PGB OTIC DROPS,,,7322.0,1046.0,,,,,,
DOLICHOS PRURIENS,BAL PHARMA,ASHWAMED,BAL PHARMA,BAL PHARMA,A13A2 ALL OTHER TONICS,A13A TONICS,A13 TONICS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2011.0,0000,CAPS 50,201103,125.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,42500.0,340.0,20125.0,161.0,154875.0,1239.0,25000.0,200.0
DOLICHOS PRURIENS,CHARAK,ADDYZOA,CHARAK PHARM,CHARAK,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2022.0,0000,CAPS 20,202202,30.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,24750.0,825.0,11580.0,386.0,25320.0,844.0,16860.0,562.0,6390.0,213.0
DOLICHOS PRURIENS,DR REDDYS,AYUVIGO,DR REDDYS LAB,DR REDDYS,A13A2 ALL OTHER TONICS,A13A TONICS,A13 TONICS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2009.0,0000,TABS 60,200906,72.0,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,345212.0,4985.0,406983.0,5877.0,454560.0,6504.0,74808.0,1039.0,12528.0,174.0
DOLICHOS PRURIENS,DR.WELLME,BRAINWELL,DR.WELLME,DR.WELLME,C04A1 CEREB/PERIPH VASOTHERAPS,C04A CEREB/PERIPH.VASOTHERAPS,C04 CEREB/PERIPH.VASOTHERAPS,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0000,CAPS 30,202301,174.04,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,57433.0,330.0,130356.0,749.0,,,,
DOLICHOS PRURIENS,HIMALAYA,CONFIDO,HIMALAYA,HIMALAYA*,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,LPO,COMBI,2003.0,0000,TABS 120,200306,30.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,,,2135.0,70.0,,,,,,
DOLICHOS PRURIENS,HIMALAYA,CONFIDO,HIMALAYA,HIMALAYA*,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2003.0,0000,TABS 120,200306,30.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,1751071.0,57412.0,1948466.0,63884.0,2169774.0,71140.0,1715445.0,56244.0,463906.0,15210.0
DOLICHOS PRURIENS,HIMALAYA,SPEMAN,HIMALAYA,HIMALAYA*,G04E9 ERECTILE DYSFUNC PRD OTH,G04E ERECTILE DYSFUNCTION PRD,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2003.0,0000,TABS 120,200306,21.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,691595.0,32167.0,679272.0,31594.0,768521.0,35745.0,806403.0,37507.0,170926.0,7950.0
DOLICHOS PRURIENS,HIMALAYA,TENTEX FORTE,HIMALAYA,HIMALAYA*,G04E9 ERECTILE DYSFUNC PRD OTH,G04E ERECTILE DYSFUNCTION PRD,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,LPO,COMBI,2021.0,0000,CAPS 30,202105,104.5,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,7315.0,70.0,,,,,,
DOLICHOS PRURIENS,HIMALAYA,TENTEX FORTE,HIMALAYA,HIMALAYA*,G04E9 ERECTILE DYSFUNC PRD OTH,G04E ERECTILE DYSFUNCTION PRD,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2021.0,0000,CAPS 30,202105,104.5,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,1009578.0,9661.0,1038838.0,9941.0,1054407.0,10090.0,1078757.0,10323.0,227602.0,2178.0
DOLICHOS PRURIENS,NATURAL FERVOR,VIGORMAX,NATURAL FERVOR,NATURAL FERVOR,A13A2 ALL OTHER TONICS,A13A TONICS,A13 TONICS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2010.0,0000,CAPS 60,201011,259.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,348355.0,1345.0,333074.0,1286.0,424760.0,1640.0,85729.0,331.0,8547.0,33.0
DOLICHOS PRURIENS,NOW FOOD,DOPA MUCUNA,NOW FOODS,NOW FOOD*,N06A2 ANTIDEPRESSANTS. HERBALS,N06A ANTIDEPRESS.& MOOD STAB.,N06 PSYCHOANALEPTICS,N0 NERVOUS SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2022.0,0000,VEG CAPS 90,202206,119.05,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,119.0,1.0,,,,
DOLICHOS PRURIENS,QUEST,TESTOMAN,QUEST VITAMINS,QUEST,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0000,CAPS 30,201410,420.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,267120.0,636.0,40320.0,96.0,,,,,,
DOLICHOS PRURIENS,STRIDES SHASUN LTD,STAYJOY,STRIDES PHARMA,STRIDES SHASUN LT*,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0000,CAPS 1+1 FB 30,202310,140.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,18200.0,130.0,28000.0,200.0,,,,
DOLUTEGRAVIR,VIIV HEALTHCARE,DOVATO,GSK,VIIV HEALTHCARE,J05C8 HIV A-VIRAL MULTICL COMB,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2022.0,0300MG,F.C.T.50MG/ 300 MG 30,202206,3734.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,306229.0,82.0,2218293.0,594.0,3454414.0,925.0,6998456.0,1874.0,3398396.0,910.0
DOLUTEGRAVIR,VIIV HEALTHCARE,DOVATO,GSK,VIIV HEALTHCARE,J05C8 HIV A-VIRAL MULTICL COMB,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,COMBI,2022.0,0300MG,F.C.T.50MG/ 300 MG 30,202206,3734.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,362249.0,97.0,253947.0,68.0
DOLUTEGRAVIR,VIIV HEALTHCARE,TIVICAY,GSK,VIIV HEALTHCARE,J05C5 HIV ANTIV INTEGRASE INH,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,MONO,2018.0,0050MG,F.C. TABS 50 MG 30,201801,2445.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,1271661.0,520.0,1486865.0,608.0,2333009.0,954.0,2357464.0,964.0,56247.0,23.0
DOLUTEGRAVIR,VIIV HEALTHCARE,TIVICAY,GSK,VIIV HEALTHCARE,J05C5 HIV ANTIV INTEGRASE INH,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,MONO,2018.0,0050MG,F.C. TABS 50 MG 30,201801,2445.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,9782.0,4.0,,,,,,,,
DOLUTEGRAVIR,VIIV HEALTHCARE,TRIUMEQ,GSK,VIIV HEALTHCARE,J05C8 HIV A-VIRAL MULTICL COMB,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2018.0,0300MG,FCT 50/600 300 MG 30,201801,5724.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,1774440.0,310.0,2175120.0,380.0,1648512.0,288.0,601020.0,105.0,,
DOLUTEGRAVIR,VIIV HEALTHCARE,TRIUMEQ,GSK,VIIV HEALTHCARE,J05C8 HIV A-VIRAL MULTICL COMB,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0300MG,FCT 50/600 300 MG 30,201801,5724.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,45792.0,8.0,62964.0,11.0,17172.0,3.0,68688.0,12.0,,
DOMPERIDONE,JAMJOOM PHARMA,DOMPY,JAMJOOM PHARMA,JAMJOOM PHARMA,A03F0 GASTROPROKINETICS,A03F GASTROPROKINETICS,A03 FUNCTL.GI DISORDER DRUG,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,MONO,2007.0,0001MG,SUSP. DRY 1 MG /ML 1 200 ML,200708,11.5,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGK ORAL L ORD SUSPENSIONS,455355.0,39596.0,518202.0,45061.0,331546.0,28830.0,678283.0,58981.0,131952.0,11474.0
DOMPERIDONE,JAMJOOM PHARMA,DOMPY,JAMJOOM PHARMA,JAMJOOM PHARMA,A03F0 GASTROPROKINETICS,A03F GASTROPROKINETICS,A03 FUNCTL.GI DISORDER DRUG,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,MONO,2007.0,0010MG,TABS 10 MG 30,200704,14.0,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,37100.0,2650.0,101836.0,7274.0,243362.0,17383.0,896840.0,64060.0,60774.0,4341.0
DOMPERIDONE,JAMJOOM PHARMA,DOMPY,JAMJOOM PHARMA,JAMJOOM PHARMA,A03F0 GASTROPROKINETICS,A03F GASTROPROKINETICS,A03 FUNCTL.GI DISORDER DRUG,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,MONO,2007.0,0001MG,SUSP. DRY 1 MG /ML 1 200 ML,200708,11.5,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGK ORAL L ORD SUSPENSIONS,4667796.0,405895.0,2470824.0,214854.0,3235942.0,281386.0,3131015.0,272262.0,1052803.0,91548.0
DOMPERIDONE,JAMJOOM PHARMA,DOMPY,JAMJOOM PHARMA,JAMJOOM PHARMA,A03F0 GASTROPROKINETICS,A03F GASTROPROKINETICS,A03 FUNCTL.GI DISORDER DRUG,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,MONO,2007.0,0010MG,TABS 10 MG 30,200704,14.0,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,3961678.0,282977.0,4605062.0,328933.0,6399708.0,457122.0,5531652.0,395118.0,1796774.0,128341.0
DOMPERIDONE,JANSSEN,MOTILIUM,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,A03F0 GASTROPROKINETICS,A03F GASTROPROKINETICS,A03 FUNCTL.GI DISORDER DRUG,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,MONO,0.0,0005MG,SUSP 5 MG /5ML 1 200 ML,UNKNOWN,16.5,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGK ORAL L ORD SUSPENSIONS,,,10725.0,650.0,2310.0,140.0,,,,
DOMPERIDONE,JANSSEN,MOTILIUM,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,A03F0 GASTROPROKINETICS,A03F GASTROPROKINETICS,A03 FUNCTL.GI DISORDER DRUG,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,MONO,0.0,0010MG,TABS 10 MG 30,UNKNOWN,18.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,5550.0,300.0,3515.0,190.0,4496.0,243.0,50894.0,2751.0,,
DOMPERIDONE,JANSSEN,MOTILIUM,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,A03F0 GASTROPROKINETICS,A03F GASTROPROKINETICS,A03 FUNCTL.GI DISORDER DRUG,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,MONO,0.0,0005MG,SUSP 5 MG /5ML 1 200 ML,UNKNOWN,16.5,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGK ORAL L ORD SUSPENSIONS,670150.0,40615.0,643008.0,38970.0,404187.0,24496.0,269728.0,16347.0,,
DOMPERIDONE,JANSSEN,MOTILIUM,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,A03F0 GASTROPROKINETICS,A03F GASTROPROKINETICS,A03 FUNCTL.GI DISORDER DRUG,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,MONO,0.0,0010MG,TABS 10 MG 30,UNKNOWN,18.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,2500943.0,135186.0,1744663.0,94306.0,2197266.0,118771.0,1641155.0,88711.0,218782.0,11826.0
DOMPERIDONE,JULPHAR,MODODOM,JULPHAR,JULPHAR*,A03F0 GASTROPROKINETICS,A03F GASTROPROKINETICS,A03 FUNCTL.GI DISORDER DRUG,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,MONO,2010.0,0010MG,FILM C.TABS 10 MG 20,201012,12.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,52668.0,4389.0,,
